A4A;Intitulé;Adresse;Nombre d'UC;Famille produit;Zone;Equipementier;R+H1:I9505ef équipementier;Machine;fournisseur;Ref Fournisseur;Stock minimum;Stock alerte;No lot;Date d'entrée
JNT_855;JOINT TORIQUE;BAT 41Q03A1;3;pieces detachees;Gravure;AMAT;3100-01329;P5000A;;;0;1;27/12/2010;  /  /    
JNT_856;JOINT TORIQUE;BAT 41Q03A1;1;pieces detachees;Gravure;AMAT;AS-568A;P5000A;KALREZ;ND;0;1;27/12/2010;  /  /    
JNT_857;JOINT TORIQUE;BAT 41Q03A1;6;pieces detachees;Gravure;AMAT;3700-01261;P5000A;;;0;1;27/12/2010;  /  /    
JNT_859;JOINT TORIQUE;BAT 41Q03A1;9;pieces detachees;Gravure;AMAT;2-54V747-75;P5000A;PARKER;ND;0;1;27/12/2010;  /  /    
JNT_860;JOINT TORIQUE;BAT 41Q03C1;1;pieces detachees;Gravure;AMAT;3700-01008P3;P5000A;;;0;1;09/11/2017;  /  /    
JNT_861;JOINT TORIQUE;BAT 41Q03A1;7;pieces detachees;Gravure;AMAT;0020-09373;P5000A;;;0;1;27/12/2010;  /  /    
JNT_862;JOINT TORIQUE;BAT 41Q03A1;8;pieces detachees;Gravure;AMAT;3700-01219;P5000A;;;0;1;27/12/2010;  /  /    
JNT_863;JOINT TORIQUE;BAT 41Q03A1;6;pieces detachees;Gravure;AMAT;3700-01134;P5000A;;;0;1;27/12/2010;  /  /    
JNT_864;JOINT TORIQUE;BAT 41Q03A1;7;pieces detachees;Gravure;AMAT;3700-01654;P5000A;;;0;1;27/12/2010;  /  /    
JNT_867;ORING  2-346 / 75D BRN - VITON;BAT 41X06H1;5;pieces detachees;Depot;;60-106206A41;EPSILON 3200A;;;0;0;10/04/2014;  /  /    
JNT_868;ORING 2-167 / 75D BLK-VITON;BAT 41X06H1;12;pieces detachees;Depot;;60-119075A43;EPSILON 3200A;;;0;0;10/04/2014;  /  /    
JNT_869;ORING 2-244 / 75D BLK-VITON;BAT 41X06H2;4;pieces detachees;Depot;;60-106206A84;EPSILON 3200A;;;0;0;15/04/2014;  /  /    
JNT_870;O-RING 2-269 / 75D BLK-VITON;BAT 41X06H1;4;pieces detachees;Depot;;60-119075A06;EPSILON 3200A;;;0;0;10/04/2014;  /  /    
JNT_871;O-RING 2-265 / 75D BLK-VITON;BAT 41X06H1;10;pieces detachees;Depot;;60-119075A56;EPSILON 3200A;;;0;0;10/04/2014;  /  /    
JNT_872;O-RING 2-237 / 75D BRN-VITON;BAT 41X06H1;19;pieces detachees;Depot;;60-106206A10;EPSILON 3200A;;;0;0;10/04/2014;  /  /    
JNT_873;O-RING 2-389/75D BLK-VITON;BAT 41X06H1;1;pieces detachees;Depot;;60-119075A09;EPSILON 3200A;;;0;0;10/04/2014;  /  /    
JNT_874;O-RING 2-369/75D WHT-VITON;BAT 41X06H2;17;pieces detachees;Depot;;60-122291A20;EPSILON 3200A;;;0;0;10/04/2014;  /  /    
JNT_875;ORING 2-340/75D BRN-VITON;BAT 41X06H2;5;pieces detachees;Depot;;60-106206A12;EPSILON 3200A;;;0;0;15/04/2014;  /  /    
JNT_876;ORING 2-011 / 75D BLK VITON;BAT 41X06F1;2;pieces detachees;Depot;;60-106206A80;EPSILON 3200A;;;0;0;16/04/2014;  /  /    
JNT_877;ORING 2-222 / 75D BLK-VITON;BAT 41X06F1;5;pieces detachees;Depot;;60-119075A73;EPSILON 3200A;;;0;0;15/04/2014;  /  /    
JNT_878;ORING 2-312 / 75D BRN-VITON;BAT 41X06G2;2;pieces detachees;Depot;;60-119075A77;EPSILON 3200A;;;0;0;16/04/2014;  /  /    
JNT_879;ORING 2-157 / 75D BLK-VITON;BAT 41X06G1;1;pieces detachees;Depot;;60-119075A02;EPSILON 3200A;;;0;0;06/05/2014;  /  /    
JNT_880;ORING 2-274 / 75D BLK-VITON;BAT 41X06H2;2;pieces detachees;Depot;;60-106206A78;EPSILON 3200A;;;0;0;06/05/2014;  /  /    
JNT_881;ORING 2-232 / 75D BRN-VITON;BAT 41X06H2;2;pieces detachees;Depot;;60-106206A26;EPSILON 3200A;;;0;0;06/05/2014;  /  /    
JNT_882;ORING 2-151 / 75D BLK-VITON;BAT 41X06H2;5;pieces detachees;Depot;;60-119075A72;EPSILON 3200A;;;0;0;06/05/2014;  /  /    
JNT_883;ORING 2-210 / 75D BLK-VITON;BAT 41X06G3;14;pieces detachees;Depot;;60-119075A42;EPSILON 3200A;;;0;0;06/05/2014;  /  /    
JNT_884;SEAL-CENTERING RING-NW25 SS/VITON;BAT 41X06F1;2;pieces detachees;Depot;;60-106222A05;EPSILON 3200A;;;0;0;29/02/2016;  /  /    
JNT_885;ORING 2-232 / 75D BRN-VITON;BAT 41X06G3;2;pieces detachees;Depot;;60-106206A26;EPSILON 3200A;;;0;0;06/05/2014;  /  /    
JNT_886;ORING 2-326 / 75D BRN-VITON;BAT 41X06G3;5;pieces detachees;Depot;;60-106206A14;EPSILON 3200A;;;0;0;06/05/2014;  /  /    
JNT_887;ORING 2-117 / 75D BLK-VITON;BAT 41X06G3;5;pieces detachees;Depot;;60-119075A01;EPSILON 3200A;;;0;0;06/05/2014;  /  /    
JNT_888;ORING 2-151 / 75D BLK-VITON;BAT 41X06G3;2;pieces detachees;Depot;;60-119075A72;EPSILON 3200A;;;0;0;06/05/2014;  /  /    
JNT_889;ORING 2-024 / 75D BLK-VITON;BAT 41X06G3;2;pieces detachees;Depot;;60-106206A81;EPSILON 3200A;;;0;0;06/05/2014;  /  /    
JNT_890;ORING 2-216 / 75D BLK-VITON;BAT 41X06G3;5;pieces detachees;Depot;;60-119075A04;EPSILON 3200A;;;0;0;06/05/2014;  /  /    
JNT_A001;JOINT TORIQUE KALREZ (TUBE);BAT 41B03G3;2;pieces detachees;TTH / Chimie;;0403B999F284;ACTENIUM;;;1;1;22/05/2014;  /  /    
JNT_A002;JOINT TORIQUE (PORTE);BAT 41B03G3;2;pieces detachees;TTH / Chimie;;0403B999F285;ACTENIUM;;;1;1;22/05/2014;  /  /    
JNT_A004;O RING SPIN MOTOR ;BAT 41I01F3;1;pieces detachees;Litho;TEL;CT027-000003-1 ;TEL MK8A;;;1;1;16/07/2013;  /  /    
JNT_A005;JOINT PORTE HUBLOT;BAT 41C03E2;2;pieces detachees;TTH / Chimie;SEMITOOL;121S0002-01;SEMI (TOUTE);;;1;1;21/10/2016;  /  /    
JNT_A006;JOINT;BAT 41C03E2;2;pieces detachees;TTH / Chimie;SEMITOOL;70740;SEMI (TOUTE);;;1;1;18/07/2013;  /  /    
JNT_A007;JOINT (BEARING PISTON);BAT 41C03E2;3;pieces detachees;TTH / Chimie;SEMITOOL;13440-21;SEMI (TOUTE);;;1;1;18/07/2013;  /  /    
JNT_A008;JOINT TEFLON POUR BUSE D'INJECTION (NOZZLE);BAT 41C03E2;31;pieces detachees;TTH / Chimie;SEMITOOL;343S-004;SEMI (TOUTE);;;1;1;18/07/2013;  /  /    
JNT_A009;JOINT;BAT 41C01C4;1;pieces detachees;TTH / Chimie;SEMITOOL;2001755-00;SEZ(TOUTE);;;1;1;17/06/2016;  /  /    
JNT_A012;JOINT CARTER DE FILTRE ;BAT 41C03E3;3;pieces detachees;TTH / Chimie;SEMITOOL;;SEMI (TOUTE);PARKER;020335SIL+TEF;1;1;18/07/2013;  /  /    
JNT_A017;JOINT TEFLON (O RING TEF-O-SIL ,139 x 2,109);BAT 41C02F3;2;pieces detachees;TTH / Chimie;SEMITOOL;ORNG132F02109;RAIDER (TOUTES);;;1;1;22/07/2013;  /  /    
JNT_A018;JOINT TORIQUE (O-RING AFLAS 070x145in);BAT 41C02F3;34;pieces detachees;TTH / Chimie;SEMITOOL;ORNG012D00145;RAIDER (TOUTES);;;1;1;22/07/2013;  /  /    
JNT_A019;JOINT RING (BELLOWS CONT RING );BAT 41C02F3;1;pieces detachees;TTH / Chimie;SEMITOOL;219T0204-01;RAIDER (TOUTES);;;1;1;22/07/2013;  /  /    
JNT_A022;JOINT POUR FILTRE CHARBON ACTIF;BAT 41C02F3;4;pieces detachees;TTH / Chimie;SEMITOOL;GK1240PH01;RAIDER (TOUTES);;;1;1;23/07/2013;  /  /    
JNT_A023;Shim PLENUM ;BAT 41Y05B3;1;pieces detachees;Depot;ASM;16-179557D99 ;ASM POLYGON;;;0;0;08/11/2017;  /  /    
JNT_A024;Shim Launder ;BAT 41Y05B3;2;pieces detachees;Depot;ASM;16-190441D99 ;ASM POLYGON;;;0;0;08/11/2017;  /  /    
JNT_A025;ORING ID 14.984 CSD .139 WHITE ;BAT 41X08K4;2;pieces detachees;Depot;AMAT;3700-01749 ;P5000 (Tous modèles);;;1;1;05/08/2013;  /  /    
JNT_A026;1,484 x 0,138 in 37,7 x 3,5 mm KALREZ;BAT 41R03E1;1;pieces detachees;Gravure;;;ALLEGRO1;JAMES;0403B999F833;0;0;31/01/2014;  /  /    
JNT_A027;0,780 x 0.094 in 19,8 x 2,4 mm KALREZ;BAT 41R03E1;10;pieces detachees;Gravure;;;ALLEGRO1;JAMES;4000559677;1;1;31/01/2014;  /  /    
JNT_A028;Joint FEP/Silicone Capsule Raider 300 mm ;BAT 41C02F3;3;pieces detachees;TTH / Chimie;AMAT;ORNG192G11475;RAIDER (TOUTES);JAMES;Joint FEP/SIL 291,47 mm x 5,33 mm ;1;1;26/02/2014;  /  /    
JNT_A029;Joint Kalrez K-205 pour injecteurs ;BAT 41A04B2;20;pieces detachees;TTH / Chimie;TEL;027-005098-1 ;TEL FORM1;JAMES;A001001430;12;12;07/08/2014;  /  /    
JNT_A030;Oring fluorocarbon FR25/90 ;BAT 41S07D2;2;pieces detachees;Gravure;;;;SPTS;206877;0;0;07/03/2014;  /  /    
JNT_A031;Oring 040 RS70 ;BAT 41S07D2;1;pieces detachees;Gravure;;;STS VPX1;SPTS;206281;0;0;07/03/2014;  /  /    
JNT_A034;Joint;BAT 41R00A1;2;pieces detachees;Gravure;;;IPC (Tous modèles);CHEMRAZ;A78-092-01;0;0;30/04/2014;  /  /    
JNT_A035;Joint;BAT 41R00A1;1;pieces detachees;Gravure;;;IPC (Tous modèles);CHEMRAZ;A78-080-03;0;0;30/04/2014;  /  /    
JNT_A036;Joint;BAT 41R00A1;2;pieces detachees;Gravure;;;IPC (Tous modèles);CHEMRAZ;A78-094-01;0;0;30/04/2014;  /  /    
JNT_A038;Joint pour electrovanne ;BAT 41Q03B3;12;pieces detachees;Gravure;OMICRON;VVQ1000-80A-1 ;;;;2;2;02/06/2014;  /  /    
JNT_A039;Joint pour electrovanne ;BAT 41Q03B3;12;pieces detachees;Gravure;OMICRON;VVQ1000-80A-2;;;;2;2;03/06/2014;  /  /    
JNT_A04;O-RING ID .987 CSD. 103 VITON 75 DURO BL;BAT 41Q02D2;24;pieces detachees;Gravure;AMAT;3700-01068;CENT AP1;;;0;2;30/01/2012;  /  /    
JNT_A040;Joint Kalrez 8475ST-NW100 ;BAT 41A04B2;6;pieces detachees;TTH / Chimie;TEL;027-005212-1 ;TEL FORM1;JAMES;Joint Kalrez 8475ST 104 mm x 5 mm ;1;1;07/08/2014;  /  /    
JNT_A041;Joint Kalrez 8900 P080;BAT 41A04B2;5;pieces detachees;TTH / Chimie;TEL;027-003265-1;TEL FORM1;JAMES;Joint Kalrez 8900 79,6 mm-S 5,70 K-P080 ;1;1;07/08/2014;  /  /    
JNT_A042;Joint Kalrez 8475 P080 ;BAT 41A04B2;5;pieces detachees;TTH / Chimie;TEL;027-003265-1 ;TEL FORM1;JAMES;Joint Kalrez 8475 79,6 mm-S 5,69 - P080 ;1;1;07/08/2014;  /  /    
JNT_A043;Joint Kalrez K-P150 ;BAT 41A04B2;2;pieces detachees;TTH / Chimie;TEL;027-005099-1 ;TEL FORM1;JAMES;Joint Kalrez 8900 DI 149,6 mm-S 5,70 K-P150 ;1;1;07/08/2014;  /  /    
JNT_A044;Joint de porte Kalrez ;BAT 41A04B2;3;pieces detachees;TTH / Chimie;TEL;027-005116-1 ;TEL FORM1;JAMES;0403B999F609;1;1;07/08/2014;  /  /    
JNT_A045;Joint BSR ;BAT 41R03B2;20;pieces detachees;Gravure;LAM RESEARCH;734-061280-115 ;LAM 9600B;;;3;3;25/08/2014;  /  /    
JNT_A046;ORING 0.924 ID X 0.103 CS;BAT 41R03B2;20;pieces detachees;Gravure;LAM RESEARCH;734-061280-119 ;LAM 9600B;;;1;1;25/08/2014;  /  /    
JNT_A047;joint VCR 1/8 INOX 326 ;BAT 41X05D1;96;pieces detachees;Depot;;;AIXTRON;SWAGELOK;SS-2-VCR-2 ;5;5;02/11/2015;  /  /    
JNT_A048;JOINT NOZZLE BATH;BAT 41I01F3;4;pieces detachees;Litho;TEL;;TEL MK8C;TELTEC;CT027-001485-1;1;1;06/11/2014;  /  /    
JNT_A049;JOINT;BAT 41I01F3;2;pieces detachees;Litho;TEL;CT027--101874-1 ;TEL MK8C;TEL;CT027--101874-1 ;1;1;06/11/2014;  /  /    
JNT_A050;JOINT;BAT 41I01F3;1;pieces detachees;Litho;TEL;810-50078277 ;TEL MK8C;TEL;810-50078277 ;1;1;06/11/2014;  /  /    
JNT_A051;DISPLAY HARNESS;BAT 41I01F2;1;pieces detachees;Litho;TEL;1380-200895-11 ;TEL MK8C;TEL;1380-200895-11 ;1;1;06/11/2014;  /  /    
JNT_A052;joint de chambre ;BAT 41C02F3;1;pieces detachees;TTH / Chimie;SEMITOOL;O-RING CHEM-TEMP ;RAIDER (TOUTES);SEMITOOL;ORNG032F01722;1;1;10/12/2014;  /  /    
JNT_A054;S25 - Top Ring Assembly ;BAT 41O02D1;10;pieces detachees;TTH / Chimie;EBARA;C-1210-164-0301 ;EBARA1;EBARA;C-1210-164-0301 ;0;0;27/11/2014;  /  /    
JNT_A055;S5 - Top Ring Assy ;BAT 41O02D1;24;pieces detachees;TTH / Chimie;EBARA;C-1210-143-0001 ;EBARA1;EBARA;C-1210-143-0001 ;0;0;27/11/2014;  /  /    
JNT_A056;S7 - S-OPM Head Assembly ;BAT 41O02D1;4;pieces detachees;TTH / Chimie;EBARA;C-1210-145-0301 ;EBARA1;EBARA;C-1210-145-0301 ;0;0;27/11/2014;  /  /    
JNT_A057;S10 - Turn Table Atomizer ;BAT 41O02D1;24;pieces detachees;TTH / Chimie;EBARA;C-1210-148-0001 ;EBARA1;EBARA;C-1210-148-0001 ;0;0;27/11/2014;  /  /    
JNT_A058;S14 - Turn Table Atomize ;BAT 41O02D1;10;pieces detachees;TTH / Chimie;EBARA;C-1210-153-0101 ;EBARA1;EBARA;C-1210-153-0101 ;0;0;27/11/2014;  /  /    
JNT_A059;S38 - Top Ring Assembly (G2s) ;BAT 41O02D1;10;pieces detachees;TTH / Chimie;EBARA;C-1210-176-0301 ;EBARA1;EBARA;C-1210-176-0301 ;0;0;27/11/2014;  /  /    
JNT_A060;S105 - Pusher Assembly ;BAT 41O02D1;6;pieces detachees;TTH / Chimie;EBARA;C-1210-149-0301 ;EBARA1;EBARA;C-1210-149-0301 ;0;0;27/11/2014;  /  /    
JNT_A061;G110 - Ring Assembly (G2s) ;BAT 41O02D1;8;pieces detachees;TTH / Chimie;EBARA;C-1210-101-0401 ;EBARA1;EBARA;C-1210-101-0401 ;0;0;27/11/2014;  /  /    
JNT_A062;P10A - Top Ring Assembly - Turn Table Atomizer ;BAT 41O02D1;8;pieces detachees;TTH / Chimie;EBARA;C-1210-008-0201 ;EBARA1;EBARA;C-1210-008-0201 ;0;0;27/11/2014;  /  /    
JNT_A063;1 P44 - Slurry Supply Nozzle ;BAT 41O02D1;8;pieces detachees;TTH / Chimie;EBARA;C-1210-042-0101 ;EBARA1;EBARA;C-1210-042-0101 ;0;0;27/11/2014;  /  /    
JNT_A064;G30 - Turn Over Unit Assembly ;BAT 41O02D1;4;pieces detachees;TTH / Chimie;EBARA;C-1210-082-0001 ;EBARA1;EBARA;C-1210-082-0001 ;0;0;27/11/2014;  /  /    
JNT_A065;G40 - R/J Assembly R-ECM ;BAT 41O02D1;4;pieces detachees;TTH / Chimie;EBARA;C-1210-085-0001 ;EBARA1;EBARA;C-1210-085-0001 ;0;0;27/11/2014;  /  /    
JNT_A066;G55 - Tunr Over Unit ;BAT 41O02D1;4;pieces detachees;TTH / Chimie;EBARA;C-1210-089-0101 ;EBARA1;EBARA;C-1210-089-0101 ;0;0;27/11/2014;  /  /    
JNT_A067;G85 - R/J Assembly R-ECM ;BAT 41O02D1;4;pieces detachees;TTH / Chimie;EBARA;C-1210-096-0001 ;EBARA1;EBARA;C-1210-096-0001 ;0;0;27/11/2014;  /  /    
JNT_A068;P4 Turn Table Slurry Cover Assy Top Ring Assembly;BAT 41O02D1;8;pieces detachees;TTH / Chimie;EBARA;C-1210-001-0101 ;EBARA1;EBARA;C-1210-001-0101 ;0;0;27/11/2014;  /  /    
JNT_A069;P12 - R/J Assembly R-ECM - Turn Table Atomizer ;BAT 41O02D1;4;pieces detachees;TTH / Chimie;EBARA;C-1210-011-0101 ;EBARA1;EBARA;C-1210-011-0101 ;0;0;27/11/2014;  /  /    
JNT_A070;P2.4 - Turn Table Slurry Cover Assy ;BAT 41O02D1;4;pieces detachees;TTH / Chimie;EBARA;C-1210-073-0201 ;EBARA1;EBARA;C-1210-073-0201 ;0;0;27/11/2014;  /  /    
JNT_A071;P9 - R/J Assembly R-ECM ;BAT 41O02D1;4;pieces detachees;TTH / Chimie;EBARA;C-1210-006-0001 ;EBARA1;EBARA;C-1210-006-0001 ;0;0;27/11/2014;  /  /    
JNT_A072;O-Ring ;BAT 41O02D1;4;pieces detachees;TTH / Chimie;EBARA;C-1210-142-0101 ;EBARA1;EBARA;C-1210-142-0101 ;0;0;27/11/2014;  /  /    
JNT_A073;G35 - R/J Assembly R-ECM ;BAT 41O02D1;4;pieces detachees;TTH / Chimie;EBARA;C-1210-083-0001 ;EBARA1;EBARA;C-1210-083-0001 ;0;0;27/11/2014;  /  /    
JNT_A074;Joint pour Lift Pin Hot Plate ;BAT 41G03D2;26;pieces detachees;Litho;EVG;10002647;EVG 150A;;;0;0;12/12/2014;  /  /    
JNT_A10;Seal Ring ASM 6mm Deep 200mm Raptor;BAT 41C02E1;1;pieces detachees;TTH / Chimie;SEMITOOL;213T0765-01;RAIDER (TOUTES);;;1;1;26/03/2015;  /  /    
JNT_A100;WASHER BLVL ;BAT 41X08P4;24;pieces detachees;Depot;AMAT;;;AMAT;3880-01270 ;0;0;18/03/2013;  /  /    
JNT_A15;JOINT TORIQUE MARRON;BAT 41X08A2;2;pieces detachees;Depot;AMAT;3700-01456;AAA - Non définie;;;0;1;27/12/2010;  /  /    
JNT_B002;Snap Ring C-Type ;BAT 41O02A1;16;pieces detachees;TTH / Chimie;EBARA;C-1050-009-0001 ;EBARA1;;;0;0;16/03/2015;  /  /    
JNT_B09;JOINT TORIQUE;BAT 41O05D1;1;pieces detachees;IBS;AXCELIS;7100001G007;NV8200;AXCELIS;ND;0;1;27/12/2010;  /  /    
JNT_B10;JOINT TORIQUE;BAT 41O05D1;1;pieces detachees;IBS;AXCELIS;LUP-68;NV8200;AXCELIS;ND;0;1;27/12/2010;  /  /    
JNT_B14;JOINT;BAT 41O05D1;1;pieces detachees;IBS;AXCELIS;5400-0001-4504;NV8200;AXCELIS;ND;0;1;27/12/2010;  /  /    
JNT_B15;JOINT METALLIQUE;BAT 41O05D1;1;pieces detachees;IBS;AXCELIS;3500138;NV8200;;;0;1;27/12/2010;  /  /    
JNT_B18;O-RING 384 V75;BAT 41X07M2;8;pieces detachees;Depot;TRIKON;201000;PLANAR 300A;;;0;0;27/12/2010;  /  /    
JNT_B19;O-RING 0166-24 V75;BAT 41X07O1;2;pieces detachees;Depot;TRIKON;201882;PLANAR 300A;;;0;0;27/12/2010;  /  /    
JNT_B20;O-RING V280 V75 SIGMA1 / PLANAR 300A;BAT 41X08I4;1;pieces detachees;Depot;TRIKON;201714;SIGMA1;;;0;4;06/04/2018;  /  /    
JNT_B23;BONDED SEAL M6;BAT 41Y03B1;41;pieces detachees;Depot;TRIKON;200007;SIGMA1;;;0;12;09/01/2015;  /  /    
JNT_B24;O-RING 229 V75;BAT 41X07P4;1;pieces detachees;Depot;TRIKON;201504;PLANAR 300A;;;0;0;27/12/2010;  /  /    
JNT_B25;O-RING 3198-57 V75;BAT 41X07M2;8;pieces detachees;Depot;TRIKON;201066;PLANAR 300A;;;0;0;20/11/2017;  /  /    
JNT_B26;O-RING 242 V75;BAT 41X07P4;3;pieces detachees;Depot;TRIKON;201417;PLANAR 300A;;;0;0;27/12/2010;  /  /    
JNT_B27;O-RING 132 V75;BAT 41X07N1;2;pieces detachees;Depot;TRIKON;201044;PLANAR 300A;;;0;0;06/12/2017;  /  /    
JNT_B28;KF10-O RING/ CARRIER;BAT 41Y04E1;1;pieces detachees;Depot;TRIKON;211906;PLANAR 300A;;;0;0;27/12/2010;  /  /    
JNT_B47;O-RING 281 V71;BAT 41X07L1;6;pieces detachees;Depot;TRIKON;201446;PLANAR 300A;;;0;0;19/02/2018;  /  /    
JNT_B56;ORING .234 CSD .139 4079 KALREZ;BAT 41X08L1;6;pieces detachees;Depot;AMAT;3700-01614;CENT 5200 (Tous modèles);;;0;2;27/12/2010;  /  /    
JNT_B57;ORING ID .799 CSD .103 VITON 75DURO BLK;BAT 41X08G3;7;pieces detachees;Depot;AMAT;3700-01570;CENT 5200A;;;0;2;27/12/2010;  /  /    
JNT_B58;ORING ID 1.750 CSD .125 VITON BRN;BAT 41X07A2;8;pieces detachees;Depot;AMAT;3700-01505;CENT 5200A;;;0;1;09/12/2014;  /  /    
JNT_B59;ORING ID 5.109 CSD .139 CHEMRAZ SC513 WH ;BAT 41X08M2;6;pieces detachees;Depot;AMAT;3700-02103;CENT 5200E;;;1;1;29/06/2016;  /  /    
JNT_B60;O-RING 128 CHEMRAZ E38;BAT 41X07P4;6;pieces detachees;Depot;TRIKON;704637;PLANAR 300A;;;0;0;27/12/2010;  /  /    
JNT_B61;O-RING 284 CHEMRAZ E38;BAT 41X07L1;1;pieces detachees;Depot;TRIKON;201245;PLANAR 300A;;;0;1;10/03/2015;  /  /    
JNT_B62;O-RING 231  V90;BAT 41X07O1;1;pieces detachees;Depot;TRIKON;201049;PLANAR 300A;;;0;0;27/12/2010;  /  /    
JNT_B64;O-RING 109  CHEMRAZ E38;BAT 41X07N1;1;pieces detachees;Depot;TRIKON;201220;PLANAR 300A;;;0;0;11/10/2018;  /  /    
JNT_B65;O-RING 113 FR10/80;BAT 41X07O4;2;pieces detachees;Depot;TRIKON;201709;PLANAR 300A;;;0;0;27/12/2010;  /  /    
JNT_B66;O-RING 281  K8575;BAT 41S07D2;2;pieces detachees;Gravure;TRIKON;703790;RAPIER 300A;;;0;1;22/11/2017;  /  /    
JNT_B67;O-RING 109  V75;BAT 41X07P4;5;pieces detachees;Depot;TRIKON;201493;PLANAR 300A;;;0;0;19/02/2018;  /  /    
JNT_B68;O-RING 0076-24  V75;BAT 41X07O2;2;pieces detachees;Depot;TRIKON;201864;PLANAR 300A;;;0;0;27/12/2010;  /  /    
JNT_B69;O-RING 128  V75 FR10/80;BAT 41X07P3;3;pieces detachees;Depot;TRIKON;201249;PLANAR 300A;;;0;0;27/12/2010;  /  /    
JNT_B72;O-RING TORIQUE CHEMRAZ 15,879 ID ,142 CX 403,;BAT 41R03B2;1;pieces detachees;Gravure;LAM RESEARCH;734-007524-293;LAM VERSYS1;;;0;1;27/12/2010;  /  /    
JNT_B73;O-RING TORIQUE CHEMRAZ 21,171 ID 0,142 CS 537;BAT 41R03B2;2;pieces detachees;Gravure;LAM RESEARCH;734-007524-294;LAM VERSYS1;;;0;1;15/11/2018;  /  /    
JNT_B75;JOINT TORIQUE NOIR;BAT 41R02A1;3;pieces detachees;Gravure;STS;E06874;STS HRM1;;;0;0;27/12/2010;  /  /    
JNT_B76;JOINT TORIQUE NOIR ID. 278.99 MM-S3.53;BAT 41R02A1;1;pieces detachees;Gravure;STS;E00276;STS HRM1;JAMES;ND;0;0;27/12/2010;  /  /    
JNT_B77;JOINT TORIQUE MARRON;BAT 41R02A1;1;pieces detachees;Gravure;STS;E06873;STS HRM1;;;0;0;27/12/2010;  /  /    
JNT_B80;JOINT TORIQUE 342,27 TOR 6,99 NOIR (JOINT DE;BAT 41B04C1;3;pieces detachees;TTH / Chimie;ASM;*;VT400 (Tous modèles);PERLAST;V75B-342,27-6,99;0;2;07/12/2017;  /  /    
JNT_B80A;JOINT  TORIQUE NOIR  2-280;BAT 41X08F4;3;pieces detachees;Depot;AMAT;3700-01906;END 5500A;PARKER;2-280 V0709-90;0;0;27/12/2010;  /  /    
JNT_B81;JOINT TORIQUE 316,87 TOR 6,99 NOIR (JOINT DE;BAT 41B04C1;7;pieces detachees;TTH / Chimie;ASM;*;VT400 (Tous modèles);PERLAST;V75B-316,87-6,99;0;2;18/01/2016;  /  /    
JNT_B82;JOINT TORIQUE 266,3 TOR 3,53 NOIR (JOINT DE B;BAT 41B04C1;1;pieces detachees;TTH / Chimie;ASM;*;VT400 (Tous modèles);PERLAST;V75B-266,3-3,53;0;2;07/12/2017;  /  /    
JNT_B83;JOINT TORIQUE 278,77 TOR 6,99 NOIR (JOINT DE;BAT 41B04C1;16;pieces detachees;TTH / Chimie;ASM;*;VT400 (Tous modèles);PERLAST;V75B-278,77-6,99;0;2;16/01/2015;  /  /    
JNT_B86;JOINT TORIQUE KALREZ 8201 9,737 .103 NOIR (CO;BAT 41C04D4;1;pieces detachees;TTH / Chimie;SEMITOOL;ORNG162E09737;SEMI (TOUTE);;;0;1;27/12/2010;  /  /    
JNT_B87;ORING ID .234CSD .139FFKM (CHEMRAZ 513);BAT 41X07H3;0;pieces detachees;Depot;AMAT;3700-01756;CENT 5200 (Tous modèles);;;0;1;27/03/2014;  /  /    
JNT_B88;SOR 11.40 IDX .070 VT;BAT 41X07F2;5;pieces detachees;TTH / Chimie;AMAT;0020-79332;MIRRA (Tous modèles);;;0;0;27/12/2010;  /  /    
JNT_B90;O-RING PERFLUORO;BAT 41R03E1;1;pieces detachees;Gravure;SHIBAURA;SFA5984#15;ALLEGRO1;;;0;1;27/12/2010;  /  /    
JNT_B91;O-RING PERFLUORO;BAT 41R03E1;1;pieces detachees;Gravure;SHIBAURA;SFA5984#02;ALLEGRO1;;;0;1;27/12/2010;  /  /    
JNT_B92;O-RING PERFLUORO;BAT 41R03E1;2;pieces detachees;Gravure;SHIBAURA;SFA7281#11;ALLEGRO1;;;0;1;27/12/2010;  /  /    
JNT_B93;O-RING PERFLUORO;BAT 41R03E1;4;pieces detachees;Gravure;SHIBAURA;SFA5984#01;ALLEGRO1;;;0;1;27/12/2010;  /  /    
JNT_B94;O-RING PERFLUORO;BAT 41R03E1;2;pieces detachees;Gravure;SHIBAURA;SFA5896#15;ALLEGRO1;;;0;1;27/12/2010;  /  /    
JNT_B96;O-RING PERFLUORO;BAT 41R03E1;4;pieces detachees;Gravure;SHIBAURA;SFA7281#04;ALLEGRO1;;;0;1;27/12/2010;  /  /    
JNT_B97;O-RING PERFLUORO;BAT 41R03E1;2;pieces detachees;Gravure;SHIBAURA;SFA7281*14;ALLEGRO1;;;0;1;27/12/2010;  /  /    
JNT_B98;O-RING PERFLUORO;BAT 41R03E1;1;pieces detachees;Gravure;SHIBAURA;SFA7281#08;ALLEGRO1;;;0;1;27/12/2010;  /  /    
JNT_B99;O-RING PERFLUORO;BAT 41R03E1;1;pieces detachees;Gravure;SHIBAURA;SFA7281#05;ALLEGRO1;;;0;1;27/12/2010;  /  /    
JNT_C01;O-RING PERFLUORO;BAT 41R03E1;1;pieces detachees;Gravure;SHIBAURA;SFA5896#07;ALLEGRO1;;;0;1;27/12/2010;  /  /    
